ProductKey,CurrencyAlternateKey,FIRST_NAME,LAST_NAME,OrderDateKey,OrderQuantity,UnitPrice,SecretCode
314,AUD,Rosa,Zheng,20110106,1,3578.27,EA38201EDE
350,AUD,Alejandro,Beck,20110106,1,3374.99,5B01BC8D36
312,USD,Patrick,Cook,20110106,1,3578.27,1B14921DBC
312,USD,Richard,Brooks,20110107,1,3578.27,CD0B9791A6
310,AUD,Casey,Pal,20110107,1,3578.27,25A72CE186
346,AUD,Ruben,Torres,20110107,1,3399.99,C7C57BFB59
311,DEM,Lindsey,Andersen,20110108,1,3578.27,84D7C2550E
312,FRF,Melody,Ramos,20110108,1,3578.27,E1AFDD8B32
310,GBP,Phillip,Sai,20110108,1,3578.27,9B049C0C57
312,AUD,Cory,Arun,20110108,1,3578.27,2AE706D545
310,USD,Jeremiah,Martinez,20110109,1,3578.27,5449B5A32C
314,GBP,Tamara,Lal,20110109,1,3578.27,14F89E2BE4
347,AUD,Marco,Mehta,20110109,1,3399.99,F649E3429F
313,AUD,Haley,Ward,20110109,1,3578.27,ECC4966837
311,AUD,Manuel,Fernandez,20110110,1,3578.27,619F3CCCD8
312,AUD,Kelvin,Liang,20110110,1,3578.27,4EB5900E6F
314,USD,Christian,Jackson,20110111,1,3578.27,00DDE9190B
313,USD,Alexandria,Hughes,20110111,1,3578.27,482723B088
314,USD,Paige,Murphy,20110111,1,3578.27,F27CA949B3
311,FRF,Stacey,Lu,20110111,1,3578.27,0D0A226665
313,FRF,Darrell,Raji,20110111,1,3578.27,7E14FA6632
311,DEM,Luke,Adams,20110111,1,3578.27,5C3738B89C
310,AUD,Tabitha,Arthur,20110111,1,3578.27,6F42A07FBF
312,USD,Morgan,Phillips,20110112,1,3578.27,4AE535AF39
311,USD,Kayla,Long,20110112,1,3578.27,B7A6FA9356
332,GBP,Cedric,Liang,20110112,1,699.0982,6390D71CFC
350,AUD,Shannon,Wang,20110112,1,3374.99,FD97159AAB
310,USD,Jackson,Li,20110113,1,3578.27,094E13A691
310,DEM,Jon,Chander,20110113,1,3578.27,CA001267B1
314,AUD,Tiffany,Gao,20110113,1,3578.27,3F9A484762
310,AUD,Brenda,Fernandez,20110113,1,3578.27,5B4285360D
314,USD,Courtney,Carter,20110114,1,3578.27,B0EDA81213
313,AUD,Martha,Liang,20110114,1,3578.27,BC469E37B8
310,AUD,Ebony,Ashe,20110114,1,3578.27,9E50CCD72F
346,AUD,Jacquelyn,Suarez,20110114,1,3399.99,4C685C49D7
313,AUD,Krystal,Holt,20110115,1,3578.27,DBDD2B2E70
350,AUD,Eugene,Huang,20110115,1,3374.99,0832A80663
312,USD,Evan,Bailey,20110116,1,3578.27,C3179FE343
312,CAD,Gabrielle,Jenkins,20110116,1,3578.27,8EE4C810AA
312,USD,Warren,Ye,20110116,1,3578.27,989C38691F
330,USD,Ashley,Washington,20110116,1,699.0982,ECA239735D
312,AUD,Damien,Huang,20110116,1,3578.27,68D9D37135
314,AUD,Arthur,Perez,20110116,1,3578.27,0022837914
313,AUD,Roy,Raman,20110116,1,3578.27,354535F2D9
347,AUD,Jessie,Zhao,20110116,1,3399.99,48F77045FA
314,DEM,James,Flores,20110117,1,3578.27,EF2F8D818A
311,AUD,Troy,Sai,20110117,1,3578.27,9E33A36DFE
345,AUD,Clarence,Rai,20110117,1,3399.99,4EF0D9774F
326,AUD,Warren,Zhang,20110117,1,699.0982,48E64FD267
311,FRF,Melody,Diaz,20110118,1,3578.27,4D39A84657
312,AUD,Monique,Ramos,20110118,1,3578.27,901E3F9A57
312,AUD,Melvin,She,20110118,1,3578.27,8A050B49DC
312,AUD,Cameron,Thompson,20110118,1,3578.27,4650E6E0A3
310,USD,Jessica,Sanchez,20110119,1,3578.27,B45502DF56
311,FRF,Ivan,Raman,20110119,1,3578.27,F830F9CB82
344,DEM,Don,Lal,20110119,1,3399.99,451320E7A5
351,GBP,Latoya,Goel,20110119,1,3374.99,0FA71724FD
351,USD,Tristan,Butler,20110119,1,3374.99,7ECDF3BA77
344,USD,Abigail,Perry,20110119,1,3399.99,2AF4F3FC9B
314,AUD,Dustin,Lal,20110119,1,3578.27,2210E29BE7
312,AUD,Andres,Lal,20110119,1,3578.27,600EA5D060
344,AUD,Jon,Yang,20110119,1,3399.99,80EF0A0852
347,AUD,Jimmy,Moreno,20110119,1,3399.99,05D066F68C
312,USD,Maria,Henderson,20110120,1,3578.27,339FEE724E
342,FRF,Jaime,Gomez,20110120,1,699.0982,E983F68A33
312,AUD,Francis,Ramos,20110120,1,3578.27,1C02E594B9
310,AUD,Tonya,She,20110120,1,3578.27,E36C9FD4FD
312,AUD,Danny,Gomez,20110120,1,3578.27,FF43FD2BD7
311,CAD,Brittany,Gonzales,20110121,1,3578.27,C1D5CEC9C3
311,GBP,Blake,Butler,20110121,1,3578.27,1ACC7DAA68
312,FRF,Armando,Moreno,20110121,1,3578.27,FD423D7C71
314,CAD,Alexa,Sanders,20110122,1,3578.27,D8253EDB52
310,GBP,Savannah,Morris,20110122,1,3578.27,B177052AD3
328,USD,Samuel,Hernandez,20110122,1,699.0982,34A172CCB4
312,AUD,Sandra,Huang,20110122,1,3578.27,2EAB451753
312,FRF,Ernest,Lin,20110123,1,3578.27,83FE3E074D
313,DEM,Allen,Garcia,20110123,1,3578.27,4361593D39
310,AUD,Fernando,Thompson,20110123,1,3578.27,F80C2447B5
345,AUD,Elizabeth,Johnson,20110123,1,3399.99,3193DA702F
346,AUD,Harold,Sai,20110123,1,3399.99,35A97CEC77
312,USD,Bianca,Zheng,20110124,1,3578.27,D7B7A012B2
350,FRF,Frederick,Suri,20110124,1,3374.99,4D8DED6DEC
350,USD,Tristan,Perry,20110124,1,3374.99,BB36931628
311,AUD,Jordyn,Simmons,20110124,1,3578.27,081BD4C6FD
314,AUD,Dawn,Tang,20110124,1,3578.27,29A5583100
310,AUD,Yolanda,Chander,20110124,1,3578.27,8CC09EADC6
312,AUD,Dominique,Garcia,20110124,1,3578.27,50CE549C83
346,AUD,Janet,Alvarez,20110124,1,3399.99,636EC7DBDC
312,USD,Jeremy,Murphy,20110125,1,3578.27,8753F2E1E8
310,USD,Aaron,Collins,20110125,1,3578.27,30EB524D8C
313,USD,Katelyn,Allen,20110125,1,3578.27,6A84E55A01
342,GBP,Armando,Navarro,20110125,1,699.0982,DF524A6792
338,USD,Marcel,Truempy,20110125,1,699.0982,0559ACC611
313,AUD,Levi,Sai,20110125,1,3578.27,B2375FB47D
348,AUD,Rob,Verhoff,20110125,1,3374.99,87A6F5F119
338,AUD,Anthony,Walker,20110125,1,699.0982,B41C39EA52
310,USD,Miguel,Martinez,20110126,1,3578.27,05FB09C50D
310,USD,Jack,Edwards,20110126,1,3578.27,CB70A5D8DC
311,AUD,Raul,Sharma,20110126,1,3578.27,0D6483DADE
349,AUD,Jill,Jimenez,20110126,1,3374.99,9DD9A8EA17
310,GBP,Isaiah,Cox,20110126,1,3578.27,7B1718AEA0
310,CAD,Arianna,Flores,20110127,1,3578.27,2A986417C5
348,FRF,Ramon,Zheng,20110127,1,3374.99,7EF9094209
348,CAD,Sara,James,20110127,1,3374.99,B0D50B9698
324,CAD,Isabella,Green,20110127,1,699.0982,9EEBA29D27
350,AUD,Shannon,Carlson,20110127,1,3374.99,1B82BCC950
313,USD,Miranda,Alexander,20110128,1,3578.27,2A1DAE60EA
311,USD,Jennifer,Young,20110128,1,3578.27,0E225BEE81
326,FRF,Misty,Yuan,20110128,1,699.0982,77C14F9B5C
314,DEM,Craig,Jim-?-enez,20110128,1,3578.27,7E698DE74F
312,AUD,Jaime,Sutton,20110128,1,3578.27,765F511D99
313,CAD,Paige,Morris,20110129,1,3578.27,18F7285CD3
314,FRF,Brandi,Gill,20110129,1,3578.27,1F4479D7F2
313,USD,Justin,Taylor,20110129,1,3578.27,AEAEF15720
313,AUD,Ariana,Stewart,20110129,1,3578.27,7C0FCA5137
310,DEM,Mitchell,Jai,20110129,1,3578.27,3B380DABF5
312,USD,Rachel,Foster,20110130,1,3578.27,638193B025
310,FRF,Kaitlyn,Henderson,20110130,1,3578.27,2370BB694B
314,AUD,Shane,Raman,20110130,1,3578.27,532F6AA33A
351,AUD,Gilbert,Raje,20110131,1,3374.99,475780C9B3
314,AUD,Stacey,Gao,20110131,1,3578.27,0CCF9CD58E
313,AUD,Elijah,Li,20110131,1,3578.27,F2AD6A443D
322,AUD,Gloria,Diaz,20110131,1,699.0982,A0732993BD
312,USD,Philip,Gomez,20110201,1,3578.27,8AACA21E60
314,AUD,Alan,Xu,20110201,1,3578.27,A42808558D
347,AUD,Theresa,Ramos,20110201,1,3399.99,5C9395C98A
346,AUD,Ebony,Gonzalez,20110201,1,3399.99,E82E6E005F
334,GBP,Virginia,Srini,20110202,1,699.0982,F54C40E12C
311,USD,Carrie,Gill,20110202,1,3578.27,85C06A1C62
312,AUD,Kendra,Rubio,20110202,1,3578.27,000027B7B0
310,AUD,Kristine,Alonso,20110202,1,3578.27,5EB49BDDE2
312,AUD,Emily,Jones,20110202,1,3578.27,0276419D13
336,AUD,Sharon,Sharma,20110202,1,699.0982,634215002A
314,GBP,Marie,Sanz,20110203,1,3578.27,B1D83493C3
310,AUD,Jessie,Ortega,20110203,1,3578.27,60BD08C388
338,USD,Natalie,Hernandez,20110203,1,699.0982,C94CEF9FAD
344,AUD,Deanna,Munoz,20110203,1,3399.99,5D542E05A2
310,AUD,Kristi,Arthur,20110203,1,3578.27,8EA3DD9086
313,AUD,Lawrence,Romero,20110203,1,3578.27,F926598AF2
310,AUD,Suzanne,Lu,20110203,1,3578.27,879D716355
345,AUD,Jaclyn,Lu,20110203,1,3399.99,29E2C8AEA2
310,USD,Sophia,Hall,20110204,1,3578.27,EC06CDDDC2
311,USD,Rachel,Robinson,20110204,1,3578.27,8CD426DE1F
311,AUD,Claudia,Zeng,20110204,1,3578.27,C2BB9A206E
312,AUD,Renee,Romero,20110204,1,3578.27,6475818F3F
342,GBP,Colleen,Chavez,20110205,1,699.0982,D37E8ABAB1
311,GBP,Virginia,Mehta,20110205,1,3578.27,C59C844C4C
314,GBP,Andre,Sara,20110205,1,3578.27,09ABCA0B39
344,AUD,Bethany,Yuan,20110205,1,3399.99,7765FA6EEA
313,USD,Amanda,Wood,20110206,1,3578.27,18F7EB5EFF
312,AUD,Ashlee,Raje,20110206,1,3578.27,2450C242FA
348,AUD,Wendy,Dominguez,20110206,1,3374.99,03F8C44D57
349,AUD,Christine,Yuan,20110206,1,3374.99,669D61F0F8
311,USD,Kari,Navarro,20110207,1,3578.27,DBD4EC180B
312,USD,Logan,Williams,20110207,1,3578.27,D48E8DBB32
314,AUD,Robin,Dominguez,20110207,1,3578.27,CDD75592FA
312,AUD,Krista,Moreno,20110207,1,3578.27,F9E168D679
351,AUD,Diana,Hernandez,20110207,1,3374.99,5B4F070D0B
347,AUD,Marc,Martin,20110207,1,3399.99,9292C94A03
313,USD,Jack,Mitchell,20110208,1,3578.27,25F4205824
313,USD,Olivia,Bennett,20110208,1,3578.27,663562DA45
310,USD,Trevor,Ross,20110208,1,3578.27,E2A51B1511
311,AUD,Joel,Perez,20110208,1,3578.27,6FCBD8BFCE
314,AUD,Alvin,She,20110208,1,3578.27,E1587F57C5
314,CAD,Thomas,Roberts,20110209,1,3578.27,6DD37365AC
312,USD,Xavier,Lee,20110209,1,3578.27,638B80A2E4
312,GBP,Mario,Xie,20110209,1,3578.27,DBF3C713D9
312,DEM,Paula,Ortega,20110209,1,3578.27,94BA7104A0
310,USD,Gabrielle,Turner,20110209,1,3578.27,2F25C6ED37
312,AUD,Denise,Sanchez,20110209,1,3578.27,54CFED29F7
310,USD,Jason,Gonzalez,20110210,1,3578.27,2D43723CC9
322,USD,Anna,Price,20110210,1,699.0982,11E27D41F4
351,AUD,Jeremy,Powell,20110210,1,3374.99,53A982A32B
314,AUD,Sophia,Nelson,20110210,1,3578.27,F2EA54F0E4
342,AUD,Mario,Shan,20110210,1,699.0982,7695867CBC
314,USD,Christopher,Martin,20110211,1,3578.27,ECE5E1647C
311,DEM,Brad,Sharma,20110211,1,3578.27,35BBA7F1F0
313,DEM,Cara,Liang,20110211,1,3578.27,B50762F311
310,USD,Ian,Morris,20110211,1,3578.27,5CCDDA5CE4
310,USD,Joseph,Brown,20110212,1,3578.27,7D280DDB1B
344,GBP,Alexis,Coleman,20110212,1,3399.99,BA89382E84
312,USD,Kaitlyn,Foster,20110212,1,3578.27,7C9A425141
344,USD,Melanie,Ross,20110212,1,3399.99,F4E331A08F
310,AUD,Lee,Blanco,20110212,1,3578.27,C3EB611F80
311,AUD,Dennis,Ye,20110212,1,3578.27,B98D5B989B
314,AUD,Savannah,Scott,20110214,1,3578.27,37E029A481
314,USD,Olivia,Jackson,20110215,1,3578.27,74B206F45D
312,CAD,Dalton,Brown,20110215,1,3578.27,20372B9C15
310,USD,Mary,Howard,20110215,1,3578.27,4B6C1815D0
310,USD,Jason,Lopez,20110215,1,3578.27,A29F788AC6
348,AUD,Jaime,Nath,20110215,1,3374.99,CE19A82AD7
311,USD,Jay,Sanchez,20110215,1,3578.27,D59A90DFF4
311,USD,Samantha,Ross,20110216,1,3578.27,C50538F714
313,USD,Jimmy,Navarro,20110216,1,3578.27,96408AB802
336,USD,Melanie,Foster,20110216,1,699.0982,038234E45C
342,DEM,Kelli,Chen,20110216,1,699.0982,E0E8ACE85B
310,USD,Kyle,Lopez,20110216,1,3578.27,950366D374
334,CAD,Miranda,Price,20110216,1,699.0982,C9F9B7259D
310,AUD,Lacey,Guo,20110216,1,3578.27,3E7A594507
320,AUD,Trisha,Lu,20110216,1,699.0982,CFD6105569
312,USD,Angel,Carter,20110217,1,3578.27,3A41F14273
314,USD,Alexandria,Brooks,20110217,1,3578.27,C264C5EF58
310,GBP,Jan,Watson,20110217,1,3578.27,FFA810531C
310,DEM,Lindsay,Luo,20110217,1,3578.27,37C51731E6
349,AUD,Heidi,Lopez,20110217,1,3374.99,1AACE4C8E1
312,AUD,Bryan,Stewart,20110217,1,3578.27,BEFC94EBE1
313,USD,Andrea,Sanders,20110218,1,3578.27,3D95BE4951
311,GBP,Dominic,Gonzalez,20110218,1,3578.27,D02E2038EF
350,GBP,Claudia,Zhou,20110218,1,3374.99,9036DA0CA3
310,USD,Jack,Young,20110218,1,3578.27,D88B388FAA
350,USD,Noah,King,20110218,1,3374.99,93C1CF2156
310,AUD,Laura,Zheng,20110218,1,3578.27,DFA8E0AC61
311,AUD,Dalton,Lee,20110218,1,3578.27,620A38894F
348,AUD,Denise,Stone,20110218,1,3374.99,28BCDBAB30
313,CAD,Alisha,Ye,20110219,1,3578.27,D5B891D489
349,CAD,Gabrielle,Long,20110219,1,3374.99,D7E7313390
314,AUD,Rosa,Lu,20110219,1,3578.27,05468BC651
314,AUD,Kellie,Sanz,20110219,1,3578.27,0F3EC45C87
310,AUD,Derek,Goel,20110219,1,3578.27,14FE0ADBBF
310,CAD,Lucas,Collins,20110220,1,3578.27,D0858C1072
312,AUD,Natasha,Gutierrez,20110220,1,3578.27,051C11E98E
350,AUD,Alan,Zheng,20110220,1,3374.99,B51A5A954A
311,FRF,Randall,Dominguez,20110221,1,3578.27,E2E6F898B0
313,GBP,Teresa,Ramos,20110221,1,3578.27,266EDDD0B4
344,GBP,Robin,Alvarez,20110221,1,3399.99,C4260B2E91
314,AUD,Ethan,Coleman,20110221,1,3578.27,AF10508E54
313,AUD,Patricia,Raman,20110221,1,3578.27,8D30A2A5A4
312,AUD,Derrick,Serrano,20110221,1,3578.27,1903B3894C
310,AUD,Preston,Sai,20110221,1,3578.27,53B849F651
328,AUD,Edwin,Xu,20110221,1,699.0982,37E35ACE09
344,USD,Jessica,Lewis,20110221,1,3399.99,AC00DBA323
342,FRF,Mayra,Perez,20110222,1,699.0982,A4C1224116
351,AUD,Carl,Andersen,20110222,1,3374.99,34B10B5E29
313,AUD,Mitchell,Pal,20110222,1,3578.27,3BFAB482C1
313,GBP,Warren,Goel,20110223,1,3578.27,E995AA922F
311,GBP,Sandra,Li,20110223,1,3578.27,358724202C
314,GBP,Claudia,Gao,20110223,1,3578.27,D158A6A59E
344,FRF,Alisha,Zhang,20110223,1,3399.99,A6DD78F708
313,USD,Tamara,Nath,20110223,1,3578.27,D19A928E89
344,USD,Brianna,Simmons,20110223,1,3399.99,0C5C08933A
314,AUD,Tony,Nara,20110223,1,3578.27,CA5B265F53
314,DEM,Vanessa,Henderson,20110224,1,3578.27,087E0707F6
310,AUD,Cristina,Xie,20110224,1,3578.27,5FBCF137DE
310,GBP,Ariana,Bailey,20110225,1,3578.27,B360E81333
314,AUD,Evan,King,20110225,1,3578.27,0D82F7F627
338,DEM,Nancy,Srini,20110226,1,699.0982,E4366FA5BB
314,DEM,Sharon,Kumar,20110226,1,3578.27,FBA8409740
310,DEM,Phillip,Rana,20110226,1,3578.27,A46E13AA51
314,DEM,Lori,Ramos,20110226,1,3578.27,0E2E3E8518
338,USD,Natalie,Rogers,20110226,1,699.0982,8722E779D2
350,AUD,Michele,Nath,20110226,1,3374.99,826877825B
313,AUD,Tabitha,Gomez,20110226,1,3578.27,9F494ACF7B
342,AUD,Karl,Rai,20110226,1,699.0982,D2368E2A03
310,USD,Ryan,Lal,20110227,1,3578.27,D6BB8E1B99
310,USD,Rebecca,Wright,20110227,1,3578.27,7BC8F5D8FB
344,GBP,Anne,Hernandez,20110227,1,3399.99,A2D2669193
310,CAD,Richard,Bailey,20110227,1,3578.27,FAD58EDC49
310,USD,Xavier,Roberts,20110227,1,3578.27,B9853CD24C
344,USD,Carlos,Carter,20110227,1,3399.99,7E2C9AEBED
310,AUD,Krystal,Lu,20110227,1,3578.27,C61EF35726
313,DEM,Ashlee,Xu,20110228,1,3578.27,0F58373FBC
349,FRF,Shannon,Dominguez,20110228,1,3374.99,DF1C7EA067
349,CAD,Lucas,Mitchell,20110228,1,3374.99,EB9BB9BE3A
313,AUD,Paula,Romero,20110228,1,3578.27,2ACF8BC4A6
311,AUD,Ronnie,Zhang,20110228,1,3578.27,4F6661F7E4
351,AUD,Adam,Flores,20110228,1,3374.99,205BF7B6EA
310,GBP,Allen,Lopez,20110301,1,3578.27,55F2B73737
310,USD,Gabrielle,Hall,20110301,1,3578.27,375C79C44C
311,CAD,Lucas,Martin,20110301,1,3578.27,C04AB17388
314,AUD,Michelle,Cox,20110301,1,3578.27,B11928E271
310,GBP,Jaime,Shen,20110302,1,3578.27,9D7613ABF9
311,GBP,Charles,Taylor,20110302,1,3578.27,E7EE4BB9B4
311,FRF,Brandi,Ruiz,20110302,1,3578.27,175FC6834E
313,DEM,Shaun,Deng,20110302,1,3578.27,16A78EB776
313,CAD,Jake,Zukowski,20110302,1,3578.27,944BA20D04
313,USD,Brandon,Jones,20110302,1,3578.27,88E87FCA91
312,AUD,Tammy,Raji,20110302,1,3578.27,BEE4170FE8
310,AUD,Amy,Ma,20110302,1,3578.27,D0D3C66042
313,AUD,Alejandro,Wang,20110302,1,3578.27,E351C58BE7
310,AUD,Alan,Zhu,20110302,1,3578.27,393963A874
310,USD,Charles,Moore,20110303,1,3578.27,49D71B544A
312,AUD,Dale,Chande,20110303,1,3578.27,BC7D909F82
312,AUD,Carolyn,Munoz,20110303,1,3578.27,26D0DBCDA1
328,AUD,Zachary,Wilson,20110303,1,699.0982,99C694B496
346,GBP,Nicole,Brown,20110304,1,3399.99,224CDFABD0
312,USD,Jacqueline,Ward,20110304,1,3578.27,5D4CB9849B
311,USD,Katherine,Rodriguez,20110304,1,3578.27,E61171B3B3
313,USD,Todd,Zhu,20110304,1,3578.27,53E347CE6A
346,USD,Jack,Collins,20110304,1,3399.99,28BC1135AA
314,AUD,Willie,She,20110304,1,3578.27,60FC8B10E6
311,DEM,Anne,Rubio,20110305,1,3578.27,A540424051
311,USD,Fernando,Turner,20110305,1,3578.27,6C4DF8B7E8
312,USD,Jenny,Wagner,20110305,1,3578.27,8883AD2A21
314,GBP,Michele,Perez,20110306,1,3578.27,88B6C63995
311,USD,Eric,Alexander,20110306,1,3578.27,EA208F74EB
314,USD,Taylor,Davis,20110306,1,3578.27,BFCABF4452
310,USD,Marshall,Lal,20110306,1,3578.27,589FA0180F
313,AUD,Cedric,Chen,20110306,1,3578.27,5E942D02C4
338,USD,Kevin,Adams,20110306,1,699.0982,C516646D65
314,AUD,Deborah,Kumar,20110306,1,3578.27,932CD04BF2
313,FRF,Victor,Romero,20110307,1,3578.27,76953011B1
311,USD,Billy,Alvarez,20110307,1,3578.27,74BC720B1B
314,USD,Nicole,Howard,20110307,1,3578.27,CEBD6229D7
313,USD,Savannah,Evans,20110307,1,3578.27,4B869FBB93
338,USD,Gabrielle,Mitchell,20110307,1,699.0982,AD2E118A3A
312,GBP,Spencer,Griffin,20110308,1,3578.27,953437AA2C
311,AUD,Maria,Watson,20110308,1,3578.27,8721DD75E3
313,AUD,Micah,Wu,20110308,1,3578.27,E3902FE3AB
314,FRF,Virginia,Sara,20110309,1,3578.27,E8F82D791D
350,GBP,Jerome,Romero,20110309,1,3374.99,A6DEC86E94
312,USD,Jennifer,Barnes,20110309,1,3578.27,73A8E589E5
350,USD,Morgan,Edwards,20110309,1,3374.99,31CBB39D88
347,AUD,Marc,Diaz,20110309,1,3399.99,BB876E811F
312,AUD,Ruth,Arun,20110309,1,3578.27,8A034E08AA
310,AUD,Jaclyn,Ferrier,20110309,1,3578.27,5F21D67CA9
310,USD,Clarence,Luo,20110310,1,3578.27,CC98EC9AF6
314,AUD,Michael,Moore,20110310,1,3578.27,9E9BD3222A
310,AUD,Deanna,Mehta,20110310,1,3578.27,613FA1E79D
347,USD,Reginald,Munoz,20110312,1,3399.99,AEA72000FC
313,AUD,Christy,Zheng,20110312,1,3578.27,053EF6C5FC
334,GBP,Theodore,Ruiz,20110313,1,699.0982,E2F03B6C71
322,GBP,Clarence,Nara,20110313,1,699.0982,D69D63880C
348,AUD,Todd,Gao,20110313,1,3374.99,3E19FD152D
310,AUD,Alicia,Beck,20110313,1,3578.27,8CD090F2F9
312,DEM,Benjamin,Jackson,20110314,1,3578.27,3647F610A2
312,USD,Gabrielle,Coleman,20110314,1,3578.27,0B4B329C54
310,AUD,Stephanie,Gray,20110314,1,3578.27,6EB1CBC265
313,AUD,Carl,Goel,20110314,1,3578.27,97E28B8D23
314,AUD,Victor,Sanz,20110314,1,3578.27,61C9ABB0E0
312,USD,Alexandra,Stewart,20110315,1,3578.27,535421A773
310,USD,Connor,Chen,20110315,1,3578.27,023734D18A
313,AUD,Trisha,Wang,20110315,1,3578.27,8A1EFDA211
311,AUD,Mayra,Kovar,20110315,1,3578.27,D35811784A
313,FRF,Calvin,Deng,20110316,1,3578.27,169A591502
311,USD,Tamara,Yang,20110316,1,3578.27,2CD67BB538
312,USD,William,Miller,20110316,1,3578.27,962D256283
336,USD,Kyle,Diaz,20110316,1,699.0982,358EC52812
312,AUD,Clayton,Deng,20110316,1,3578.27,FDBF8B0171
347,GBP,Shannon,Liu,20110317,1,3399.99,C6C42D178A
313,USD,Bruce,Ward,20110317,1,3578.27,1912FE4A84
347,USD,Alyssa,Wood,20110317,1,3399.99,0F2FBA5310
311,AUD,Darren,Rana,20110317,1,3578.27,CF1C02954A
310,GBP,Logan,Wright,20110318,1,3578.27,A0363E580B
313,USD,Katherine,Patterson,20110318,1,3578.27,9121555336
312,USD,Isabella,Johnson,20110318,1,3578.27,FB5FB1A36D
310,AUD,Terrence,Sharma,20110318,1,3578.27,6DC079EDE5
311,AUD,Jonathan,Green,20110318,1,3578.27,E2BB360E72
312,USD,Jerry,Chander,20110319,1,3578.27,ADC6645C87
314,DEM,Andres,Shan,20110319,1,3578.27,8FF560D053
310,USD,Jon,Zhao,20110319,1,3578.27,BA959106A5
311,CAD,Jonathan,Mitchell,20110319,1,3578.27,3F9623AD0D
338,USD,Marissa,Butler,20110319,1,699.0982,D42B7A7BD3
345,AUD,Jon,Zhou,20110319,1,3399.99,DB03315DB0
314,AUD,Carly,Nath,20110319,1,3578.27,3067B8C0BA
311,AUD,Fernando,Green,20110319,1,3578.27,1282FA0624
310,GBP,Kurt,Tang,20110320,1,3578.27,DC385701A3
314,USD,Cassidy,Coleman,20110320,1,3578.27,AB26DD2E53
322,GBP,Kayla,Jackson,20110321,1,699.0982,07ABF19AC7
313,FRF,Robyn,Alvarez,20110321,1,3578.27,05405F7D10
349,FRF,Maria,Alexander,20110321,1,3374.99,8E2EA18584
344,GBP,Emily,Miller,20110321,1,3399.99,1AA09F22F3
344,USD,Rachel,Rogers,20110321,1,3399.99,E5489B45AE
312,AUD,Omar,Chander,20110321,1,3578.27,DB60698B40
334,FRF,Johnathan,Rodriguez,20110321,1,699.0982,4B3B6987AA
312,AUD,Luis,Lopez,20110321,1,3578.27,22BEF6C094
310,GBP,Clayton,Kumar,20110322,1,3578.27,3DC7ABD747
312,USD,Madison,Russell,20110322,1,3578.27,B5F03240F6
313,CAD,Sydney,Perez,20110322,1,3578.27,A500FC05A5
312,USD,Mya,Long,20110322,1,3578.27,B80D0CDDAE
310,AUD,Shaun,Lal,20110322,1,3578.27,674065EDFA
311,AUD,Tracy,Rai,20110322,1,3578.27,47329E616C
311,FRF,Kyle,Roberts,20110323,1,3578.27,4A0878510D
311,DEM,Carol,Xu,20110323,1,3578.27,C9B7C7D5FF
