ProductKey|CurrencyAlternateKey|Customer_Name|OrderDateKey|OrderQuantity|UnitPrice|SecretCode
310|DEM|"Jai,Mitchell"|20110129|1|3578,27|
312|USD|"Foster,Rachel"|20110130|1|3578,27|
310|FRF|"Henderson,Kaitlyn"|20110130|1|3578,27|
314|AUD|"Raman,Shane"|20110130|1|3578,27|
351|AUD|"Raje,Gilbert"|20110131|1|3374,99|
314|AUD|"Gao,Stacey"|20110131|1|3578,27|
313|AUD|"Li,Elijah"|20110131|1|3578,27|
322|AUD|"Diaz,Gloria"|20110131|1|699,0982|
312|USD|"Gomez,Philip"|20110201|1|3578,27|
313|DEM|"Jai,Bridget"|20110201|111|3578,27|
314|AUD|"Xu,Alan"|20110201|1|3578,27|
347|AUD|"Ramos,Theresa"|20110201|1|3399,99|
346|AUD|"Gonzalez,Ebony"|20110201|1|3399,99|
334|GBP|"Srini,Virginia"|20110202|1|699,0982|
311|USD|"Gill,Carrie"|20110202|1|3578,27|
312|AUD|"Rubio,Kendra"|20110202|1|3578,27|
310|AUD|"Alonso,Kristine"|20110202|1|3578,27|
312|AUD|"Jones,Emily"|20110202|1|3578,27|
336|AUD|"Sharma,Sharon"|20110202|1|699,0982|
314|GBP|"Sanz,Marie"|20110203|1|3578,27|
310|AUD|"Ortega,Jessie"|20110203|1|3578,27|
338|USD|"Hernandez,Natalie"|20110203|1|699,0982|
344|AUD|"Munoz,Deanna"|20110203|1|3399,99|
310|AUD|"Arthur,Kristi"|20110203|1|3578,27|
313|AUD|"Romero,Lawrence"|20110203|1|3578,27|
310|AUD|"Lu,Suzanne"|20110203|1|3578,27|
345|AUD|"Lu,Jaclyn"|20110203|1|3399,99|
310|USD|"Hall,Sophia"|20110204|1|3578,27|
311|USD|"Robinson,Rachel"|20110204|1|3578,27|
311|AUD|"Zeng,Claudia"|20110204|1|3578,27|
312|AUD|"Romero,Renee"|20110204|1|3578,27|
342|GBP|"Chavez,Colleen"|20110205|1|699,0982|
311|GBP|"Mehta,Virginia"|20110205|1|3578,27|
314|GBP|"Sara,Andre"|20110205|1|3578,27|
344|AUD|"Yuan,Bethany"|20110205|1|3399,99|
313|USD|"Wood,Amanda"|20110206|1|3578,27|
312|AUD|"Raje,Ashlee"|20110206|1|3578,27|
348|AUD|"Dominguez,Wendy"|20110206|1|3374,99|
349|AUD|"Yuan,Christine"|20110206|1|3374,99|
311|USD|"Navarro,Kari"|20110207|1|3578,27|
312|USD|"Williams,Logan"|20110207|1|3578,27|
314|AUD|"Dominguez,Robin"|20110207|1|3578,27|
312|AUD|"Moreno,Krista"|20110207|1|3578,27|
351|AUD|"Hernandez,Diana"|20110207|1|3374,99|
347|AUD|"Martin,Marc"|20110207|1|3399,99|
313|USD|"Mitchell,Jack"|20110208|1|3578,27|
313|USD|"Bennett,Olivia"|20110208|1|3578,27|
310|USD|"Ross,Trevor"|20110208|1|3578,27|
311|AUD|"Perez,Joel"|20110208|1|3578,27|
314|AUD|"She,Alvin"|20110208|1|3578,27|
314|CAD|"Roberts,Thomas"|20110209|1|3578,27|
312|USD|"Lee,Xavier"|20110209|1|3578,27|
312|GBP|"Xie,Mario"|20110209|1|3578,27|
312|DEM|"Ortega,Paula"|20110209|1|3578,27|
310|USD|"Turner,Gabrielle"|20110209|1|3578,27|
312|AUD|"Sanchez,Denise"|20110209|1|3578,27|
310|USD|"Gonzalez,Jason"|20110210|1|3578,27|
322|USD|"Price,Anna"|20110210|1|699,0982|
351|AUD|"Powell,Jeremy"|20110210|1|3374,99|
314|AUD|"Nelson,Sophia"|20110210|1|3578,27|
342|AUD|"Shan,Mario"|20110210|1|699,0982|
314|USD|"Martin,Christopher"|20110211|1|3578,27|
311|DEM|"Sharma,Brad"|20110211|1|3578,27|
313|DEM|"Liang,Cara"|20110211|1|3578,27|
310|USD|"Morris,Ian"|20110211|1|3578,27|
310|USD|"Brown,Joseph"|20110212|1|3578,27|
344|GBP|"Coleman,Alexis"|20110212|1|3399,99|
312|USD|"Foster,Kaitlyn"|20110212|1|3578,27|
344|USD|"Ross,Melanie"|20110212|1|3399,99|
310|AUD|"Blanco,Lee"|20110212|1|3578,27|
311|AUD|"Ye,Dennis"|20110212|1|3578,27|
314|AUD|"Scott,Savannah"|20110214|1|3578,27|
314|USD|"Jackson,Olivia"|20110215|1|3578,27|
312|CAD|"Brown,Dalton"|20110215|1|3578,27|
310|USD|"Howard,Mary"|20110215|1|3578,27|
310|USD|"Lopez,Jason"|20110215|1|3578,27|
348|AUD|"Nath,Jaime"|20110215|1|3374,99|
311|USD|"Sanchez,Jay"|20110215|1|3578,27|
311|USD|"Ross,Samantha"|20110216|1|3578,27|
313|USD|"Navarro,Jimmy"|20110216|1|3578,27|
336|USD|"Foster,Melanie"|20110216|1|699,0982|
342|DEM|"Chen,Kelli"|20110216|1|699,0982|
310|USD|"Lopez,Kyle"|20110216|1|3578,27|
334|CAD|"Price,Miranda"|20110216|1|699,0982|
310|AUD|"Guo,Lacey"|20110216|1|3578,27|
320|AUD|"Lu,Trisha"|20110216|1|699,0982|
312|USD|"Carter,Angel"|20110217|1|3578,27|
314|USD|"Brooks,Alexandria"|20110217|1|3578,27|
310|GBP|"Watson,Jan"|20110217|1|3578,27|
310|DEM|"Luo,Lindsay"|20110217|1|3578,27|
349|AUD|"Lopez,Heidi"|20110217|1|3374,99|
312|AUD|"Stewart,Bryan"|20110217|1|3578,27|
313|USD|"Sanders,Andrea"|20110218|1|3578,27|
311|GBP|"Gonzalez,Dominic"|20110218|1|3578,27|
350|GBP|"Zhou,Claudia"|20110218|1|3374,99|
310|USD|"Young,Jack"|20110218|1|3578,27|
350|USD|"King,Noah"|20110218|1|3374,99|
310|AUD|"Zheng,Laura"|20110218|1|3578,27|
311|AUD|"Lee,Dalton"|20110218|1|3578,27|
348|AUD|"Stone,Denise"|20110218|1|3374,99|
313|CAD|"Ye,Alisha"|20110219|1|3578,27|
349|CAD|"Long,Gabrielle"|20110219|1|3374,99|
314|AUD|"Lu,Rosa"|20110219|1|3578,27|
314|AUD|"Sanz,Kellie"|20110219|1|3578,27|
310|AUD|"Goel,Derek"|20110219|1|3578,27|
310|CAD|"Collins,Lucas"|20110220|1|3578,27|
312|AUD|"Gutierrez,Natasha"|20110220|1|3578,27|
350|AUD|"Zheng,Alan"|20110220|1|3374,99|
311|FRF|"Dominguez,Randall"|20110221|1|3578,27|
313|GBP|"Ramos,Teresa"|20110221|1|3578,27|
344|GBP|"Alvarez,Robin"|20110221|1|3399,99|
314|AUD|"Coleman,Ethan"|20110221|1|3578,27|
313|AUD|"Raman,Patricia"|20110221|1|3578,27|
312|AUD|"Serrano,Derrick"|20110221|1|3578,27|
310|AUD|"Sai,Preston"|20110221|1|3578,27|
328|AUD|"Xu,Edwin"|20110221|1|699,0982|
344|USD|"Lewis,Jessica"|20110221|1|3399,99|
342|FRF|"Perez,Mayra"|20110222|1|699,0982|
351|AUD|"Andersen,Carl"|20110222|1|3374,99|
313|AUD|"Pal,Mitchell"|20110222|1|3578,27|
313|GBP|"Goel,Warren"|20110223|1|3578,27|
311|GBP|"Li,Sandra"|20110223|1|3578,27|
314|GBP|"Gao,Claudia"|20110223|1|3578,27|
344|FRF|"Zhang,Alisha"|20110223|1|3399,99|
313|USD|"Nath,Tamara"|20110223|1|3578,27|
344|USD|"Simmons,Brianna"|20110223|1|3399,99|
314|AUD|"Nara,Tony"|20110223|1|3578,27|
314|DEM|"Henderson,Vanessa"|20110224|1|3578,27|
310|AUD|"Xie,Cristina"|20110224|1|3578,27|
310|GBP|"Bailey,Ariana"|20110225|1|3578,27|
314|AUD|"King,Evan"|20110225|1|3578,27|
338|DEM|"Srini,Nancy"|20110226|1|699,0982|
314|DEM|"Kumar,Sharon"|20110226|1|3578,27|
310|DEM|"Rana,Phillip"|20110226|1|3578,27|
314|DEM|"Ramos,Lori"|20110226|1|3578,27|
338|USD|"Rogers,Natalie"|20110226|1|699,0982|
350|AUD|"Nath,Michele"|20110226|1|3374,99|
313|AUD|"Gomez,Tabitha"|20110226|1|3578,27|
342|AUD|"Rai,Karl"|20110226|1|699,0982|
310|USD|"Lal,Ryan"|20110227|1|3578,27|
310|USD|"Wright,Rebecca"|20110227|1|3578,27|
344|GBP|"Hernandez,Anne"|20110227|1|3399,99|
310|CAD|"Bailey,Richard"|20110227|1|3578,27|
310|USD|"Roberts,Xavier"|20110227|1|3578,27|
344|USD|"Carter,Carlos"|20110227|1|3399,99|
310|AUD|"Lu,Krystal"|20110227|1|3578,27|
313|DEM|"Xu,Ashlee"|20110228|1|3578,27|
349|FRF|"Dominguez,Shannon"|20110228|1|3374,99|
349|CAD|"Mitchell,Lucas"|20110228|1|3374,99|
313|AUD|"Romero,Paula"|20110228|1|3578,27|
311|AUD|"Zhang,Ronnie"|20110228|1|3578,27|
351|AUD|"Flores,Adam"|20110228|1|3374,99|
310|GBP|"Lopez,Allen"|20110301|1|3578,27|
310|USD|"Hall,Gabrielle"|20110301|1|3578,27|
311|CAD|"Martin,Lucas"|20110301|1|3578,27|
314|AUD|"Cox,Michelle"|20110301|1|3578,27|
310|GBP|"Shen,Jaime"|20110302|1|3578,27|
311|GBP|"Taylor,Charles"|20110302|1|3578,27|
311|FRF|"Ruiz,Brandi"|20110302|1|3578,27|
313|DEM|"Deng,Shaun"|20110302|1|3578,27|
313|CAD|"Zukowski,Jake"|20110302|1|3578,27|
313|USD|"Jones,Brandon"|20110302|1|3578,27|
312|AUD|"Raji,Tammy"|20110302|1|3578,27|
310|AUD|"Ma,Amy"|20110302|1|3578,27|
313|AUD|"Wang,Alejandro"|20110302|1|3578,27|
310|AUD|"Zhu,Alan"|20110302|1|3578,27|
310|USD|"Moore,Charles"|20110303|1|3578,27|
312|AUD|"Chande,Dale"|20110303|1|3578,27|
312|AUD|"Munoz,Carolyn"|20110303|1|3578,27|
328|AUD|"Wilson,Zachary"|20110303|1|699,0982|
346|GBP|"Brown,Nicole"|20110304|1|3399,99|
312|USD|"Ward,Jacqueline"|20110304|1|3578,27|
311|USD|"Rodriguez,Katherine"|20110304|1|3578,27|
313|USD|"Zhu,Todd"|20110304|1|3578,27|
346|USD|"Collins,Jack"|20110304|1|3399,99|
314|AUD|"She,Willie"|20110304|1|3578,27|
311|DEM|"Rubio,Anne"|20110305|1|3578,27|
311|USD|"Turner,Fernando"|20110305|1|3578,27|
312|USD|"Wagner,Jenny"|20110305|1|3578,27|
314|GBP|"Perez,Michele"|20110306|1|3578,27|
311|USD|"Alexander,Eric"|20110306|1|3578,27|
314|USD|"Davis,Taylor"|20110306|1|3578,27|
310|USD|"Lal,Marshall"|20110306|1|3578,27|
313|AUD|"Chen,Cedric"|20110306|1|3578,27|
338|USD|"Adams,Kevin"|20110306|1|699,0982|
314|AUD|"Kumar,Deborah"|20110306|1|3578,27|
313|FRF|"Romero,Victor"|20110307|1|3578,27|
311|USD|"Alvarez,Billy"|20110307|1|3578,27|
314|USD|"Howard,Nicole"|20110307|1|3578,27|
313|USD|"Evans,Savannah"|20110307|1|3578,27|
338|USD|"Mitchell,Gabrielle"|20110307|1|699,0982|
312|GBP|"Griffin,Spencer"|20110308|1|3578,27|
311|AUD|"Watson,Maria"|20110308|1|3578,27|
313|AUD|"Wu,Micah"|20110308|1|3578,27|
314|FRF|"Sara,Virginia"|20110309|1|3578,27|
350|GBP|"Romero,Jerome"|20110309|1|3374,99|
312|USD|"Barnes,Jennifer"|20110309|1|3578,27|
350|USD|"Edwards,Morgan"|20110309|1|3374,99|
347|AUD|"Diaz,Marc"|20110309|1|3399,99|
312|AUD|"Arun,Ruth"|20110309|1|3578,27|
310|AUD|"Ferrier,Jaclyn"|20110309|1|3578,27|
310|USD|"Luo,Clarence"|20110310|1|3578,27|
314|AUD|"Moore,Michael"|20110310|1|3578,27|
310|AUD|"Mehta,Deanna"|20110310|1|3578,27|
347|USD|"Munoz,Reginald"|20110312|1|3399,99|
313|AUD|"Zheng,Christy"|20110312|1|3578,27|
334|GBP|"Ruiz,Theodore"|20110313|1|699,0982|
322|GBP|"Nara,Clarence"|20110313|1|699,0982|
348|AUD|"Gao,Todd"|20110313|1|3374,99|
310|AUD|"Beck,Alicia"|20110313|1|3578,27|
312|DEM|"Jackson,Benjamin"|20110314|1|3578,27|
312|USD|"Coleman,Gabrielle"|20110314|1|3578,27|
310|AUD|"Gray,Stephanie"|20110314|1|3578,27|
313|AUD|"Goel,Carl"|20110314|1|3578,27|
314|AUD|"Sanz,Victor"|20110314|1|3578,27|
312|USD|"Stewart,Alexandra"|20110315|1|3578,27|
310|USD|"Chen,Connor"|20110315|1|3578,27|
313|AUD|"Wang,Trisha"|20110315|1|3578,27|
311|AUD|"Kovar,Mayra"|20110315|1|3578,27|
313|FRF|"Deng,Calvin"|20110316|1|3578,27|
311|USD|"Yang,Tamara"|20110316|1|3578,27|
312|USD|"Miller,William"|20110316|1|3578,27|
336|USD|"Diaz,Kyle"|20110316|1|699,0982|
312|AUD|"Deng,Clayton"|20110316|1|3578,27|
347|GBP|"Liu,Shannon"|20110317|1|3399,99|
313|USD|"Ward,Bruce"|20110317|1|3578,27|
347|USD|"Wood,Alyssa"|20110317|1|3399,99|
311|AUD|"Rana,Darren"|20110317|1|3578,27|
310|GBP|"Wright,Logan"|20110318|1|3578,27|
313|USD|"Patterson,Katherine"|20110318|1|3578,27|
312|USD|"Johnson,Isabella"|20110318|1|3578,27|
310|AUD|"Sharma,Terrence"|20110318|1|3578,27|
311|AUD|"Green,Jonathan"|20110318|1|3578,27|
312|USD|"Chander,Jerry"|20110319|1|3578,27|
314|DEM|"Shan,Andres"|20110319|1|3578,27|
310|USD|"Zhao,Jon"|20110319|1|3578,27|
311|CAD|"Mitchell,Jonathan"|20110319|1|3578,27|
338|USD|"Butler,Marissa"|20110319|1|699,0982|
345|AUD|"Zhou,Jon"|20110319|1|3399,99|
314|AUD|"Nath,Carly"|20110319|1|3578,27|
311|AUD|"Green,Fernando"|20110319|1|3578,27|
310|GBP|"Tang,Kurt"|20110320|1|3578,27|
314|USD|"Coleman,Cassidy"|20110320|1|3578,27|
322|GBP|"Jackson,Kayla"|20110321|1|699,0982|
313|FRF|"Alvarez,Robyn"|20110321|1|3578,27|
349|FRF|"Alexander,Maria"|20110321|1|3374,99|
344|GBP|"Miller,Emily"|20110321|1|3399,99|
344|USD|"Rogers,Rachel"|20110321|1|3399,99|
312|AUD|"Chander,Omar"|20110321|1|3578,27|
334|FRF|"Rodriguez,Johnathan"|20110321|1|699,0982|
312|AUD|"Lopez,Luis"|20110321|1|3578,27|
310|GBP|"Kumar,Clayton"|20110322|1|3578,27|
312|USD|"Russell,Madison"|20110322|1|3578,27|
313|CAD|"Perez,Sydney"|20110322|1|3578,27|
312|USD|"Long,Mya"|20110322|1|3578,27|
310|AUD|"Lal,Shaun"|20110322|1|3578,27|
311|AUD|"Rai,Tracy"|20110322|1|3578,27|
311|FRF|"Roberts,Kyle"|20110323|1|3578,27|
311|DEM|"Xu,Carol"|20110323|1|3578,27|
313|USD|"Watson,Taylor"|20110323|1|3578,27|
313|USD|"Washington,Rachel"|20110323|1|3578,27|
312|AUD|"Price,Isabella"|20110323|1|3578,27|
312|AUD|"Wilson,Jasmine"|20110323|1|3578,27|
330|AUD|"Martin,Joan"|20110323|1|699,0982|
312|FRF|"Nara,Kurt"|20110324|1|3578,27|
310|AUD|"Raman,Michele"|20110324|1|3578,27|
313|AUD|"Luo,Dustin"|20110324|1|3578,27|
313|GBP|"Nara,Shawn"|20110325|1|3578,27|
312|USD|"Hughes,Samuel"|20110325|1|3578,27|
311|USD|"Cook,Kimberly"|20110325|1|3578,27|
312|GBP|"Perez,Manuel"|20110326|1|3578,27|
310|USD|"Turner,Jesse"|20110326|1|3578,27|
314|USD|"Lin,Willie"|20110326|1|3578,27|
340|USD|"Torres,Kimberly"|20110326|1|699,0982|
312|AUD|"Jimenez,Walter"|20110326|1|3578,27|
313|FRF|"Xie,Shawna"|20110327|1|3578,27|
310|DEM|"Chen,Alan"|20110327|1|3578,27|
312|USD|"Henderson,Aidan"|20110327|1|3578,27|
312|USD|"Garcia,Lydia"|20110327|1|3578,27|
312|CAD|"Reed,Paige"|20110327|1|3578,27|
322|GBP|"Arun,Heidi"|20110327|1|699,0982|
310|AUD|"Alvarez,Tanya"|20110327|1|3578,27|
313|AUD|"Rubio,Randall"|20110327|1|3578,27|
320|AUD|"Navarro,Tyrone"|20110327|1|699,0982|
336|AUD|"Sanchez,Troy"|20110327|1|699,0982|
336|DEM|"Gomez,Lance"|20110328|1|699,0982|
312|GBP|"Alvarez,Danny"|20110328|1|3578,27|
326|USD|"Cook,Mackenzie"|20110329|1|699,0982|
314|GBP|"Martin,Mallory"|20110330|1|3578,27|
314|GBP|"Zheng,Lisa"|20110330|1|3578,27|
311|FRF|"Ramos,Wendy"|20110330|1|3578,27|
311|USD|"Black,Omar"|20110330|1|3578,27|
314|USD|"Rivera,Ian"|20110330|1|3578,27|
311|AUD|"Flores,Noah"|20110330|1|3578,27|
313|AUD|"Goel,Nichole"|20110330|1|3578,27|
311|AUD|"Torres,Dwayne"|20110330|1|3578,27|
310|AUD|"Allen,Alexandra"|20110330|1|3578,27|
313|AUD|"Shakespear,Paul"|20110330|1|3578,27|
314|GBP|"He,Lacey"|20110331|1|3578,27|
311|USD|"Lewis,Eduardo"|20110331|1|3578,27|
328|FRF|"Sai,Candace"|20110331|1|699,0982|
344|AUD|"Luo,Casey"|20110331|1|3399,99|
311|FRF|"Garcia,Clifford"|20110401|1|3578,27|
351|AUD|"Kumar,Chad"|20110401|1|3374,99|
312|AUD|"Perry,Maria"|20110401|1|3578,27|
314|USD|"Russell,Wyatt"|20110402|1|3578,27|
310|AUD|"Li,Karen"|20110402|1|3578,27|
311|AUD|"Torres,Gina"|20110402|1|3578,27|
312|USD|"Jones,Alyssa"|20110402|1|3578,27|
311|USD|"Martin,Zachary"|20110403|1|3578,27|
310|AUD|"Butler,Jason"|20110403|1|3578,27|
345|GBP|"Carlson,Arthur"|20110404|1|3399,99|
311|USD|"Mitchell,Madeline"|20110404|1|3578,27|
324|GBP|"Mehta,Kristina"|20110404|1|699,0982|
345|USD|"Richardson,Jesse"|20110404|1|3399,99|
351|AUD|"Nara,Edwin"|20110404|1|3374,99|
314|AUD|"Wang,Jeffery"|20110404|1|3578,27|
311|AUD|"Mehta,Nancy"|20110404|1|3578,27|
314|AUD|"Garcia,Ivan"|20110404|1|3578,27|
348|USD|"Hayes,Nathan"|20110405|1|3374,99|
320|USD|"Jenkins,Lauren"|20110405|1|699,0982|
314|AUD|"Yuan,Bradley"|20110405|1|3578,27|
310|GBP|"Patel,Emmanuel"|20110406|1|3578,27|
313|USD|"Henderson,Morgan"|20110406|1|3578,27|
336|USD|"Kelly,Kaylee"|20110406|1|699,0982|
312|AUD|"Rodriguez,Pedro"|20110406|1|3578,27|
313|GBP|"Malhotra,Jay"|20110407|1|3578,27|
311|USD|"Cook,Marcus"|20110407|1|3578,27|
